"","sys_id","type","subtype","sys_beg","sys_end","protein_in_syst","genes_count","name_of_profiles_in_sys","bacterial_strain"
"115","UserReplicon_RM_Type_II_5","RM","RM_Type_II","p1.C8|HPMGFNMO_00032","p1.C8|HPMGFNMO_00033","p1.C8|HPMGFNMO_00032,p1.C8|HPMGFNMO_00033","2","Type_II_REases,Type_II_MTases","p1.C8"
"116","UserReplicon_DRT_2_3","DRT","DRT_2","p1.C8|HPMGFNMO_03276","p1.C8|HPMGFNMO_03276","p1.C8|HPMGFNMO_03276","1","drt2","p1.C8"
"117","UserReplicon_Rst_DUF4238_6","Rst_DUF4238","Rst_DUF4238","p1.C8|HPMGFNMO_03519","p1.C8|HPMGFNMO_03519","p1.C8|HPMGFNMO_03519","1","DUF4238_Pers","p1.C8"
"118","UserReplicon_Shedu_7","Shedu","Shedu","p1.C8|HPMGFNMO_03521","p1.C8|HPMGFNMO_03521","p1.C8|HPMGFNMO_03521","1","SduA","p1.C8"
"119","UserReplicon_Gabija_4","Gabija","Gabija","p1.C8|HPMGFNMO_03526","p1.C8|HPMGFNMO_03527","p1.C8|HPMGFNMO_03526,p1.C8|HPMGFNMO_03527","2","GajB,GajA","p1.C8"
"120","UserReplicon_AVAST_II_1","AVAST","AVAST_II","p1.C8|HPMGFNMO_04102","p1.C8|HPMGFNMO_04102","p1.C8|HPMGFNMO_04102","1","Avs2A","p1.C8"
"121","UserReplicon_Abi2_2","Abi2","Abi2","p1.C8|HPMGFNMO_05179","p1.C8|HPMGFNMO_05179","p1.C8|HPMGFNMO_05179","1","Abi_2","p1.C8"
"122","UserReplicon_Thoeris2_2","Thoeris","Thoeris2","p1.D1|JHHECGIK_03134","p1.D1|JHHECGIK_03138","p1.D1|JHHECGIK_03134,p1.D1|JHHECGIK_03135,p1.D1|JHHECGIK_03136,p1.D1|JHHECGIK_03137,p1.D1|JHHECGIK_03138","5","ThsB_Global,ThsB_Global,ThsB_Global,ThsB_Global,ThsA_new_grand","p1.D1"
"123","UserReplicon_Abi2_1","Abi2","Abi2","p1.D1|JHHECGIK_05244","p1.D1|JHHECGIK_05244","p1.D1|JHHECGIK_05244","1","Abi_2","p1.D1"
"124","UserReplicon_Abi2_1","Abi2","Abi2","p1.D10|HBCFCJBH_02818","p1.D10|HBCFCJBH_02818","p1.D10|HBCFCJBH_02818","1","Abi_2","p1.D10"
"125","UserReplicon_PARIS_I_merge_3","PARIS","PARIS_I_merge","p1.D10|HBCFCJBH_03816","p1.D10|HBCFCJBH_03816","p1.D10|HBCFCJBH_03816","1","AAA_15_DUF4435","p1.D10"
"126","UserReplicon_Gao_Iet_2","Gao_Iet","Gao_Iet","p1.D10|HBCFCJBH_05297","p1.D10|HBCFCJBH_05298","p1.D10|HBCFCJBH_05297,p1.D10|HBCFCJBH_05298","2","IetS,IetA","p1.D10"
"127","UserReplicon_Abi2_1","Abi2","Abi2","p1.D11|DGANKBFO_01681","p1.D11|DGANKBFO_01681","p1.D11|DGANKBFO_01681","1","Abi_2","p1.D11"
"128","UserReplicon_PARIS_I_merge_3","PARIS","PARIS_I_merge","p1.D11|DGANKBFO_04085","p1.D11|DGANKBFO_04085","p1.D11|DGANKBFO_04085","1","AAA_15_DUF4435","p1.D11"
"129","UserReplicon_Gao_Iet_2","Gao_Iet","Gao_Iet","p1.D11|DGANKBFO_04852","p1.D11|DGANKBFO_04853","p1.D11|DGANKBFO_04852,p1.D11|DGANKBFO_04853","2","IetA,IetS","p1.D11"
"130","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p1.D12|ICJJLDKN_00632","p1.D12|ICJJLDKN_00633","p1.D12|ICJJLDKN_00632,p1.D12|ICJJLDKN_00633","2","Type_IV_REases,Type_IV_REases","p1.D12"
"131","UserReplicon_Septu_5","Septu","Septu","p1.D12|ICJJLDKN_00949","p1.D12|ICJJLDKN_00950","p1.D12|ICJJLDKN_00949,p1.D12|ICJJLDKN_00950","2","PtuB,PtuA","p1.D12"
"132","UserReplicon_DRT_2_2","DRT","DRT_2","p1.D12|ICJJLDKN_04179","p1.D12|ICJJLDKN_04179","p1.D12|ICJJLDKN_04179","1","drt2","p1.D12"
"133","UserReplicon_Hachiman_3","Hachiman","Hachiman","p1.D12|ICJJLDKN_04991","p1.D12|ICJJLDKN_04992","p1.D12|ICJJLDKN_04991,p1.D12|ICJJLDKN_04992","2","HamB,HamA_2","p1.D12"
"134","UserReplicon_Abi2_1","Abi2","Abi2","p1.D12|ICJJLDKN_05002","p1.D12|ICJJLDKN_05002","p1.D12|ICJJLDKN_05002","1","Abi_2","p1.D12"
"135","UserReplicon_RM_Type_IV_5","RM","RM_Type_IV","p1.D2|DIPAGICM_00629","p1.D2|DIPAGICM_00629","p1.D2|DIPAGICM_00629","1","Type_IV_REases","p1.D2"
"136","UserReplicon_Hachiman_2","Hachiman","Hachiman","p1.D2|DIPAGICM_00809","p1.D2|DIPAGICM_00810","p1.D2|DIPAGICM_00809,p1.D2|DIPAGICM_00810","2","HamB,HamA_1","p1.D2"
"137","UserReplicon_Wadjet_I_10","Wadjet","Wadjet_I","p1.D2|DIPAGICM_01678","p1.D2|DIPAGICM_01681","p1.D2|DIPAGICM_01678,p1.D2|DIPAGICM_01679,p1.D2|DIPAGICM_01680,p1.D2|DIPAGICM_01681","4","JetD_I,JetC_I,JetB_I,JetA_I","p1.D2"
"138","UserReplicon_Septu_9","Septu","Septu","p1.D2|DIPAGICM_02090","p1.D2|DIPAGICM_02091","p1.D2|DIPAGICM_02090,p1.D2|DIPAGICM_02091","2","PtuB,PtuA","p1.D2"
"139","UserReplicon_RM_Type_IV_6","RM","RM_Type_IV","p1.D2|DIPAGICM_02101","p1.D2|DIPAGICM_02101","p1.D2|DIPAGICM_02101","1","Type_IV_REases","p1.D2"
"140","UserReplicon_RM_Type_I_4","RM","RM_Type_I","p1.D2|DIPAGICM_03054","p1.D2|DIPAGICM_03057","p1.D2|DIPAGICM_03054,p1.D2|DIPAGICM_03057","2","Type_I_MTases,Type_I_REases","p1.D2"
"141","UserReplicon_Rst_ATPase_8","Rst_ATPase","Rst_ATPase","p1.D2|DIPAGICM_04645","p1.D2|DIPAGICM_04645","p1.D2|DIPAGICM_04645","1","ATPase","p1.D2"
"142","UserReplicon_Gabija_1","Gabija","Gabija","p1.D2|DIPAGICM_05106","p1.D2|DIPAGICM_05107","p1.D2|DIPAGICM_05106,p1.D2|DIPAGICM_05107","2","GajA,GajB","p1.D2"
"143","UserReplicon_Hachiman_3","Hachiman","Hachiman","p1.D2|DIPAGICM_05109","p1.D2|DIPAGICM_05110","p1.D2|DIPAGICM_05109,p1.D2|DIPAGICM_05110","2","HamB,HamA_2","p1.D2"
"144","UserReplicon_Retron_III_7","Retron","Retron_III","p1.D2|DIPAGICM_05112","p1.D2|DIPAGICM_05113","p1.D2|DIPAGICM_05112,p1.D2|DIPAGICM_05113","2","PRTase_WH,RT_Tot","p1.D2"
"145","UserReplicon_RM_Type_IV_3","RM","RM_Type_IV","p1.D3|BEOEAPJM_00628","p1.D3|BEOEAPJM_00628","p1.D3|BEOEAPJM_00628","1","Type_IV_REases","p1.D3"
"146","UserReplicon_Rst_ATPase_5","Rst_ATPase","Rst_ATPase","p1.D3|BEOEAPJM_01071","p1.D3|BEOEAPJM_01071","p1.D3|BEOEAPJM_01071","1","ATPase","p1.D3"
"147","UserReplicon_RM_Type_I_2","RM","RM_Type_I","p1.D3|BEOEAPJM_01886","p1.D3|BEOEAPJM_01889","p1.D3|BEOEAPJM_01886,p1.D3|BEOEAPJM_01889","2","Type_I_MTases,Type_I_REases","p1.D3"
"148","UserReplicon_Septu_6","Septu","Septu","p1.D3|BEOEAPJM_01982","p1.D3|BEOEAPJM_01983","p1.D3|BEOEAPJM_01982,p1.D3|BEOEAPJM_01983","2","PtuB,PtuA","p1.D3"
"149","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p1.D3|BEOEAPJM_01993","p1.D3|BEOEAPJM_01993","p1.D3|BEOEAPJM_01993","1","Type_IV_REases","p1.D3"
"150","UserReplicon_Hachiman_1","Hachiman","Hachiman","p1.D3|BEOEAPJM_03437","p1.D3|BEOEAPJM_03438","p1.D3|BEOEAPJM_03437,p1.D3|BEOEAPJM_03438","2","HamB,HamA_1","p1.D3"
"151","UserReplicon_Wadjet_I_7","Wadjet","Wadjet_I","p1.D3|BEOEAPJM_04495","p1.D3|BEOEAPJM_04498","p1.D3|BEOEAPJM_04495,p1.D3|BEOEAPJM_04496,p1.D3|BEOEAPJM_04497,p1.D3|BEOEAPJM_04498","4","JetD_I,JetC_I,JetB_I,JetA_I","p1.D3"
"152","UserReplicon_RM_Type_II_4","RM","RM_Type_II","p1.D4|IDJIBGAE_00086","p1.D4|IDJIBGAE_00087","p1.D4|IDJIBGAE_00086,p1.D4|IDJIBGAE_00087","2","Type_II_MTases,Type_II_REases","p1.D4"
"153","UserReplicon_Abi2_1","Abi2","Abi2","p1.D4|IDJIBGAE_00088","p1.D4|IDJIBGAE_00088","p1.D4|IDJIBGAE_00088","1","Abi_2","p1.D4"
"154","UserReplicon_RM_Type_I_3","RM","RM_Type_I","p1.D4|IDJIBGAE_00633","p1.D4|IDJIBGAE_00635","p1.D4|IDJIBGAE_00633,p1.D4|IDJIBGAE_00635","2","Type_I_MTases,Type_I_REases","p1.D4"
"155","UserReplicon_Druantia_I_2","Druantia","Druantia_I","p1.D4|IDJIBGAE_03170","p1.D4|IDJIBGAE_03173","p1.D4|IDJIBGAE_03170,p1.D4|IDJIBGAE_03171,p1.D4|IDJIBGAE_03172,p1.D4|IDJIBGAE_03173","4","DruB,DruA,DruE_1,DruD","p1.D4"
"156","UserReplicon_Abi2_1","Abi2","Abi2","p1.D5|BPENLJCE_02422","p1.D5|BPENLJCE_02422","p1.D5|BPENLJCE_02422","1","Abi_2","p1.D5"
"157","UserReplicon_Thoeris2_2","Thoeris","Thoeris2","p1.D5|BPENLJCE_03718","p1.D5|BPENLJCE_03722","p1.D5|BPENLJCE_03718,p1.D5|BPENLJCE_03719,p1.D5|BPENLJCE_03720,p1.D5|BPENLJCE_03721,p1.D5|BPENLJCE_03722","5","ThsB_Global,ThsB_Global,ThsB_Global,ThsB_Global,ThsA_new_grand","p1.D5"
"158","UserReplicon_RM_Type_II_5","RM","RM_Type_II","p1.D6|FPBILBJA_00419","p1.D6|FPBILBJA_00420","p1.D6|FPBILBJA_00419,p1.D6|FPBILBJA_00420","2","Type_II_MTases,Type_II_REases","p1.D6"
"159","UserReplicon_Wadjet_I_10","Wadjet","Wadjet_I","p1.D6|FPBILBJA_00521","p1.D6|FPBILBJA_00524","p1.D6|FPBILBJA_00521,p1.D6|FPBILBJA_00522,p1.D6|FPBILBJA_00523,p1.D6|FPBILBJA_00524","4","JetD_I,JetC_I,JetB_I,JetA_I","p1.D6"
"160","UserReplicon_Gao_Iet_3","Gao_Iet","Gao_Iet","p1.D6|FPBILBJA_01029","p1.D6|FPBILBJA_01030","p1.D6|FPBILBJA_01029,p1.D6|FPBILBJA_01030","2","IetA,IetS","p1.D6"
"161","UserReplicon_Rst_Sirtuin-like_8","Rst_Sirtuin-like","Rst_Sirtuin-like","p1.D6|FPBILBJA_01039","p1.D6|FPBILBJA_01039","p1.D6|FPBILBJA_01039","1","Sirtuin_like","p1.D6"
"162","UserReplicon_RM_Type_II_6","RM","RM_Type_II","p1.D6|FPBILBJA_01255","p1.D6|FPBILBJA_01256","p1.D6|FPBILBJA_01255,p1.D6|FPBILBJA_01256","2","Type_II_MTases,Type_II_REases","p1.D6"
"163","UserReplicon_Septu_9","Septu","Septu","p1.D6|FPBILBJA_04190","p1.D6|FPBILBJA_04191","p1.D6|FPBILBJA_04190,p1.D6|FPBILBJA_04191","2","PtuA,PtuB","p1.D6"
"164","UserReplicon_RM_Type_I_4","RM","RM_Type_I","p1.D6|FPBILBJA_05238","p1.D6|FPBILBJA_05239","p1.D6|FPBILBJA_05238,p1.D6|FPBILBJA_05239","2","Type_I_REases,Type_I_MTases","p1.D6"
"165","UserReplicon_Abi2_1","Abi2","Abi2","p1.D6|FPBILBJA_05407","p1.D6|FPBILBJA_05407","p1.D6|FPBILBJA_05407","1","Abi_2","p1.D6"
"166","UserReplicon_Rst_HEPN_7","Rst_HEPN","Rst_HEPN","p1.D6|FPBILBJA_05448","p1.D6|FPBILBJA_05448","p1.D6|FPBILBJA_05448","1","Rst_HEPN","p1.D6"
"167","UserReplicon_Gabija_2","Gabija","Gabija","p1.D6|FPBILBJA_05468","p1.D6|FPBILBJA_05469","p1.D6|FPBILBJA_05468,p1.D6|FPBILBJA_05469","2","GajA,GajB","p1.D6"
"168","UserReplicon_Abi2_1","Abi2","Abi2","p1.D7|BGCDPOFJ_02418","p1.D7|BGCDPOFJ_02418","p1.D7|BGCDPOFJ_02418","1","Abi_2","p1.D7"
"169","UserReplicon_RM_Type_III_2","RM","RM_Type_III","p1.D8|BNNJGEIK_00141","p1.D8|BNNJGEIK_00142","p1.D8|BNNJGEIK_00141,p1.D8|BNNJGEIK_00142","2","Type_III_MTases,Type_III_REases","p1.D8"
"170","UserReplicon_RM_Type_IV_3","RM","RM_Type_IV","p1.D8|BNNJGEIK_01625","p1.D8|BNNJGEIK_01626","p1.D8|BNNJGEIK_01625,p1.D8|BNNJGEIK_01626","2","Type_IV_REases,Type_IV_REases","p1.D8"
"171","UserReplicon_Abi2_1","Abi2","Abi2","p1.D8|BNNJGEIK_02555","p1.D8|BNNJGEIK_02555","p1.D8|BNNJGEIK_02555","1","Abi_2","p1.D8"
"172","UserReplicon_Septu_4","Septu","Septu","p1.D8|BNNJGEIK_03042","p1.D8|BNNJGEIK_03043","p1.D8|BNNJGEIK_03042,p1.D8|BNNJGEIK_03043","2","PtuA,PtuB","p1.D8"
"173","UserReplicon_dCTPdeaminase_2","dCTPdeaminase","dCTPdeaminase","p1.D9|MBEHCHJA_01782","p1.D9|MBEHCHJA_01782","p1.D9|MBEHCHJA_01782","1","dCTPdeaminase","p1.D9"
"174","UserReplicon_Abi2_1","Abi2","Abi2","p1.D9|MBEHCHJA_02454","p1.D9|MBEHCHJA_02454","p1.D9|MBEHCHJA_02454","1","Abi_2","p1.D9"
"175","UserReplicon_Zorya_TypeI_3","Zorya","Zorya_TypeI","p1.E1|GMMKFIKN_03154","p1.E1|GMMKFIKN_03157","p1.E1|GMMKFIKN_03154,p1.E1|GMMKFIKN_03155,p1.E1|GMMKFIKN_03156,p1.E1|GMMKFIKN_03157","4","ZorD,ZorC,ZorB,ZorA","p1.E1"
"176","UserReplicon_AVAST_II_1","AVAST","AVAST_II","p1.E1|GMMKFIKN_04012","p1.E1|GMMKFIKN_04012","p1.E1|GMMKFIKN_04012","1","Avs2A","p1.E1"
"177","UserReplicon_Abi2_2","Abi2","Abi2","p1.E1|GMMKFIKN_04445","p1.E1|GMMKFIKN_04445","p1.E1|GMMKFIKN_04445","1","Abi_2","p1.E1"
"178","UserReplicon_Thoeris2_2","Thoeris","Thoeris2","p1.E3|KCEGPHCN_03778","p1.E3|KCEGPHCN_03782","p1.E3|KCEGPHCN_03778,p1.E3|KCEGPHCN_03779,p1.E3|KCEGPHCN_03780,p1.E3|KCEGPHCN_03781,p1.E3|KCEGPHCN_03782","5","ThsB_Global,ThsB_Global,ThsB_Global,ThsB_Global,ThsA_new_grand","p1.E3"
"179","UserReplicon_Abi2_1","Abi2","Abi2","p1.E3|KCEGPHCN_05139","p1.E3|KCEGPHCN_05139","p1.E3|KCEGPHCN_05139","1","Abi_2","p1.E3"
"180","UserReplicon_Thoeris2_2","Thoeris","Thoeris2","p1.E4|ABDLHGEK_03478","p1.E4|ABDLHGEK_03482","p1.E4|ABDLHGEK_03478,p1.E4|ABDLHGEK_03479,p1.E4|ABDLHGEK_03480,p1.E4|ABDLHGEK_03481,p1.E4|ABDLHGEK_03482","5","ThsB_Global,ThsB_Global,ThsB_Global,ThsB_Global,ThsA_new_grand","p1.E4"
"181","UserReplicon_Abi2_1","Abi2","Abi2","p1.E4|ABDLHGEK_04358","p1.E4|ABDLHGEK_04358","p1.E4|ABDLHGEK_04358","1","Abi_2","p1.E4"
"182","UserReplicon_Abi2_1","Abi2","Abi2","p1.E5|FKLOCPCP_01155","p1.E5|FKLOCPCP_01155","p1.E5|FKLOCPCP_01155","1","Abi_2","p1.E5"
"183","UserReplicon_BREX_2","BREX","BREX","p1.E5|FKLOCPCP_03397","p1.E5|FKLOCPCP_03402","p1.E5|FKLOCPCP_03397,p1.E5|FKLOCPCP_03398,p1.E5|FKLOCPCP_03401,p1.E5|FKLOCPCP_03402","4","brxB_DUF1788,brxC,pglZB,brxL","p1.E5"
"184","UserReplicon_RM_Type_IIG_4","RM","RM_Type_IIG","p1.E5|FKLOCPCP_03399","p1.E5|FKLOCPCP_03399","p1.E5|FKLOCPCP_03399","1","Type_IIG","p1.E5"
"185","UserReplicon_Hachiman_3","Hachiman","Hachiman","p1.E5|FKLOCPCP_03485","p1.E5|FKLOCPCP_03486","p1.E5|FKLOCPCP_03485,p1.E5|FKLOCPCP_03486","2","HamB,HamA_2","p1.E5"
"186","UserReplicon_RM_Type_IV_7","RM","RM_Type_IV","p1.E6|HHKCEIGC_00316","p1.E6|HHKCEIGC_00317","p1.E6|HHKCEIGC_00316,p1.E6|HHKCEIGC_00317","2","Type_IV_REases,Type_IV_REases","p1.E6"
"187","UserReplicon_RM_Type_IIG_6","RM","RM_Type_IIG","p1.E6|HHKCEIGC_00321","p1.E6|HHKCEIGC_00321","p1.E6|HHKCEIGC_00321","1","Type_IIG","p1.E6"
"188","UserReplicon_DRT_3_2","DRT","DRT_3","p1.E6|HHKCEIGC_00336","p1.E6|HHKCEIGC_00337","p1.E6|HHKCEIGC_00336,p1.E6|HHKCEIGC_00337","2","drt3b,drt3a","p1.E6"
"189","UserReplicon_Gao_Hhe_3","Gao_Hhe","Gao_Hhe","p1.E6|HHKCEIGC_00354","p1.E6|HHKCEIGC_00354","p1.E6|HHKCEIGC_00354","1","HheA","p1.E6"
"190","UserReplicon_Gao_Iet_4","Gao_Iet","Gao_Iet","p1.E6|HHKCEIGC_01331","p1.E6|HHKCEIGC_01332","p1.E6|HHKCEIGC_01331,p1.E6|HHKCEIGC_01332","2","IetS,IetA","p1.E6"
"191","UserReplicon_Shedu_9","Shedu","Shedu","p1.E6|HHKCEIGC_03144","p1.E6|HHKCEIGC_03144","p1.E6|HHKCEIGC_03144","1","SduA","p1.E6"
"192","UserReplicon_RexAB_8","RexAB","RexAB","p1.E6|HHKCEIGC_03145","p1.E6|HHKCEIGC_03146","p1.E6|HHKCEIGC_03145,p1.E6|HHKCEIGC_03146","2","RexB,RexA","p1.E6"
"193","UserReplicon_CAS_Class1-Type-I_1","Cas","CAS_Class1-Type-I","p1.E6|HHKCEIGC_04361","p1.E6|HHKCEIGC_04367","p1.E6|HHKCEIGC_04361,p1.E6|HHKCEIGC_04362,p1.E6|HHKCEIGC_04363,p1.E6|HHKCEIGC_04364,p1.E6|HHKCEIGC_04366,p1.E6|HHKCEIGC_04367","6","cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1","p1.E6"
"194","UserReplicon_PARIS_II_merge_5","PARIS","PARIS_II_merge","p1.E6|HHKCEIGC_04907","p1.E6|HHKCEIGC_04907","p1.E6|HHKCEIGC_04907","1","AAA_21_DUF4435","p1.E6"
"195","UserReplicon_CBASS_II_3","CBASS","CBASS_II","p1.E7|BCMECAPO_02921","p1.E7|BCMECAPO_02924","p1.E7|BCMECAPO_02921,p1.E7|BCMECAPO_02922,p1.E7|BCMECAPO_02923,p1.E7|BCMECAPO_02924","4","Effector_2TM_S_2TMBeta,AG_E1_ThiF,Cyclase_II,Effector_2TM_S_2TMBeta","p1.E7"
"196","UserReplicon_Abi2_1","Abi2","Abi2","p1.E7|BCMECAPO_02925","p1.E7|BCMECAPO_02925","p1.E7|BCMECAPO_02925","1","Abi_2","p1.E7"
"197","UserReplicon_RM_Type_I_5","RM","RM_Type_I","p1.E7|BCMECAPO_03602","p1.E7|BCMECAPO_03604","p1.E7|BCMECAPO_03602,p1.E7|BCMECAPO_03604","2","Type_I_MTases,Type_I_REases","p1.E7"
"198","UserReplicon_Hachiman_4","Hachiman","Hachiman","p1.E7|BCMECAPO_03931","p1.E7|BCMECAPO_03932","p1.E7|BCMECAPO_03931,p1.E7|BCMECAPO_03932","2","HamA_2,HamB","p1.E7"
"199","UserReplicon_Shedu_7","Shedu","Shedu","p1.E7|BCMECAPO_04439","p1.E7|BCMECAPO_04439","p1.E7|BCMECAPO_04439","1","SduA","p1.E7"
"200","UserReplicon_RM_Type_IV_6","RM","RM_Type_IV","p1.E7|BCMECAPO_05070","p1.E7|BCMECAPO_05070","p1.E7|BCMECAPO_05070","1","Type_IV_REases","p1.E7"
"201","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p1.E8|KHHHBAHB_02689","p1.E8|KHHHBAHB_02690","p1.E8|KHHHBAHB_02689,p1.E8|KHHHBAHB_02690","2","Type_IV_REases,Type_IV_REases","p1.E8"
"202","UserReplicon_CBASS_III_3","CBASS","CBASS_III","p1.E8|KHHHBAHB_04524","p1.E8|KHHHBAHB_04531","p1.E8|KHHHBAHB_04524,p1.E8|KHHHBAHB_04528,p1.E8|KHHHBAHB_04529,p1.E8|KHHHBAHB_04530,p1.E8|KHHHBAHB_04531","5","Phospholipase,Sensing_TPALS,TRIP13,bacHORMA_1,Cyclase_II","p1.E8"
"203","UserReplicon_Abi2_1","Abi2","Abi2","p1.E8|KHHHBAHB_04976","p1.E8|KHHHBAHB_04976","p1.E8|KHHHBAHB_04976","1","Abi_2","p1.E8"
"204","UserReplicon_Abi2_1","Abi2","Abi2","p1.F1|EGIFGHGG_01066","p1.F1|EGIFGHGG_01066","p1.F1|EGIFGHGG_01066","1","Abi_2","p1.F1"
"205","UserReplicon_RM_Type_I_5","RM","RM_Type_I","p1.F1|EGIFGHGG_01216","p1.F1|EGIFGHGG_01219","p1.F1|EGIFGHGG_01216,p1.F1|EGIFGHGG_01219","2","Type_I_REases,Type_I_MTases","p1.F1"
"206","UserReplicon_Abi2_2","Abi2","Abi2","p1.F1|EGIFGHGG_03200","p1.F1|EGIFGHGG_03200","p1.F1|EGIFGHGG_03200","1","Abi_2","p1.F1"
"207","UserReplicon_RM_Type_IV_6","RM","RM_Type_IV","p1.F1|EGIFGHGG_03212","p1.F1|EGIFGHGG_03212","p1.F1|EGIFGHGG_03212","1","Type_IV_REases","p1.F1"
"208","UserReplicon_DRT_4_3","DRT","DRT_4","p1.F1|EGIFGHGG_03215","p1.F1|EGIFGHGG_03215","p1.F1|EGIFGHGG_03215","1","drt4","p1.F1"
"209","UserReplicon_Gabija_4","Gabija","Gabija","p1.F1|EGIFGHGG_05490","p1.F1|EGIFGHGG_05491","p1.F1|EGIFGHGG_05490,p1.F1|EGIFGHGG_05491","2","GajA,GajB","p1.F1"
"210","UserReplicon_Abi2_1","Abi2","Abi2","p1.F10|GKAEKIKF_00743","p1.F10|GKAEKIKF_00743","p1.F10|GKAEKIKF_00743","1","Abi_2","p1.F10"
"211","UserReplicon_dCTPdeaminase_2","dCTPdeaminase","dCTPdeaminase","p1.F10|GKAEKIKF_00972","p1.F10|GKAEKIKF_00972","p1.F10|GKAEKIKF_00972","1","dCTPdeaminase","p1.F10"
"212","UserReplicon_CBASS_I_2","CBASS","CBASS_I","p1.F12|NLJILEKN_02884","p1.F12|NLJILEKN_02887","p1.F12|NLJILEKN_02884,p1.F12|NLJILEKN_02885,p1.F12|NLJILEKN_02887","3","Cyclase_SMODS,2TM_Gros,2TM_Gros","p1.F12"
"213","UserReplicon_Abi2_1","Abi2","Abi2","p1.F12|NLJILEKN_02890","p1.F12|NLJILEKN_02890","p1.F12|NLJILEKN_02890","1","Abi_2","p1.F12"
"214","UserReplicon_Abi2_1","Abi2","Abi2","p1.F2|ANGJPDNI_01062","p1.F2|ANGJPDNI_01062","p1.F2|ANGJPDNI_01062","1","Abi_2","p1.F2"
"215","UserReplicon_RM_Type_I_5","RM","RM_Type_I","p1.F2|ANGJPDNI_01212","p1.F2|ANGJPDNI_01215","p1.F2|ANGJPDNI_01212,p1.F2|ANGJPDNI_01215","2","Type_I_REases,Type_I_MTases","p1.F2"
"216","UserReplicon_Abi2_2","Abi2","Abi2","p1.F2|ANGJPDNI_03194","p1.F2|ANGJPDNI_03194","p1.F2|ANGJPDNI_03194","1","Abi_2","p1.F2"
"217","UserReplicon_RM_Type_IV_6","RM","RM_Type_IV","p1.F2|ANGJPDNI_03206","p1.F2|ANGJPDNI_03206","p1.F2|ANGJPDNI_03206","1","Type_IV_REases","p1.F2"
"218","UserReplicon_DRT_4_3","DRT","DRT_4","p1.F2|ANGJPDNI_03209","p1.F2|ANGJPDNI_03209","p1.F2|ANGJPDNI_03209","1","drt4","p1.F2"
"219","UserReplicon_Gabija_4","Gabija","Gabija","p1.F2|ANGJPDNI_05643","p1.F2|ANGJPDNI_05644","p1.F2|ANGJPDNI_05643,p1.F2|ANGJPDNI_05644","2","GajB,GajA","p1.F2"
"220","UserReplicon_Abi2_1","Abi2","Abi2","p1.F3|IKMCIAJF_01504","p1.F3|IKMCIAJF_01504","p1.F3|IKMCIAJF_01504","1","Abi_2","p1.F3"
"221","UserReplicon_Thoeris2_2","Thoeris","Thoeris2","p1.F3|IKMCIAJF_02077","p1.F3|IKMCIAJF_02081","p1.F3|IKMCIAJF_02077,p1.F3|IKMCIAJF_02078,p1.F3|IKMCIAJF_02079,p1.F3|IKMCIAJF_02080,p1.F3|IKMCIAJF_02081","5","ThsB_Global,ThsB_Global,ThsB_Global,ThsB_Global,ThsA_new_grand","p1.F3"
"222","UserReplicon_Abi2_1","Abi2","Abi2","p1.F4|PDJFKBAI_02092","p1.F4|PDJFKBAI_02092","p1.F4|PDJFKBAI_02092","1","Abi_2","p1.F4"
"223","UserReplicon_Thoeris2_2","Thoeris","Thoeris2","p1.F4|PDJFKBAI_03928","p1.F4|PDJFKBAI_03932","p1.F4|PDJFKBAI_03928,p1.F4|PDJFKBAI_03929,p1.F4|PDJFKBAI_03930,p1.F4|PDJFKBAI_03931,p1.F4|PDJFKBAI_03932","5","ThsB_Global,ThsB_Global,ThsB_Global,ThsB_Global,ThsA_new_grand","p1.F4"
"224","UserReplicon_RM_Type_IV_5","RM","RM_Type_IV","p1.F5|PGFHOBHA_00472","p1.F5|PGFHOBHA_00472","p1.F5|PGFHOBHA_00472","1","Type_IV_REases","p1.F5"
"225","UserReplicon_RM_Type_I_4","RM","RM_Type_I","p1.F5|PGFHOBHA_01163","p1.F5|PGFHOBHA_01166","p1.F5|PGFHOBHA_01163,p1.F5|PGFHOBHA_01166","2","Type_I_MTases,Type_I_REases","p1.F5"
"226","UserReplicon_Hachiman_2","Hachiman","Hachiman","p1.F5|PGFHOBHA_01667","p1.F5|PGFHOBHA_01668","p1.F5|PGFHOBHA_01667,p1.F5|PGFHOBHA_01668","2","HamB,HamA_1","p1.F5"
"227","UserReplicon_Rst_ATPase_8","Rst_ATPase","Rst_ATPase","p1.F5|PGFHOBHA_02651","p1.F5|PGFHOBHA_02651","p1.F5|PGFHOBHA_02651","1","ATPase","p1.F5"
"228","UserReplicon_Wadjet_I_10","Wadjet","Wadjet_I","p1.F5|PGFHOBHA_03214","p1.F5|PGFHOBHA_03217","p1.F5|PGFHOBHA_03214,p1.F5|PGFHOBHA_03215,p1.F5|PGFHOBHA_03216,p1.F5|PGFHOBHA_03217","4","JetA_I,JetB_I,JetC_I,JetD_I","p1.F5"
